REGION,TIMESLICE,FUEL,YEAR,VALUE
"SC","TM77","RESELC",2038,0.000266814580319574
"SC","TM77","RESELC",2039,0.000269868735225985
"SC","TM77","RESELC",2040,0.000272959233478505
"SC","TM77","RESELC",2041,0.000276086537184003
"SC","TM77","RESELC",2042,0.000279251099388429
"SC","TM77","RESELC",2043,0.000282453382198652
"SC","TM77","RESELC",2044,0.00028627303072494
"SC","TM77","RESELC",2045,0.000290092679251228
"SC","TM77","RESELC",2046,0.000293912318716597
"SC","TM77","RESELC",2047,0.000297731967242885
"SC","TM77","RESELC",2048,0.000301551615769173
"SC","TM77","RESELC",2049,0.000305371264295461
"SC","TM77","RESELC",2050,0.000309190912821749
"SC","TM77","TX",2025,2.5785138120188e-05
"SC","TM77","TX",2026,2.9733417474736e-05
"SC","TM77","TX",2027,3.364268994482e-05
"SC","TM77","TX",2028,3.7590853494664e-05
"SC","TM77","TX",2029,4.1541839784168e-05
"SC","TM77","TX",2030,4.4785679124284e-05
"SC","TM77","TX",2031,4.7037882784048e-05
"SC","TM77","TX",2032,4.9078602928328e-05
"SC","TM77","TX",2033,5.1061874289032e-05
"SC","TM77","TX",2034,5.2815036877692e-05
"SC","TM77","TX",2035,5.4421759592948e-05
"SC","TM77","TX",2036,5.5882949571648e-05
"SC","TM77","TX",2037,5.7250525922752e-05
"SC","TM77","TX",2038,5.8400548661804e-05
"SC","TM77","TX",2039,5.9530947328724e-05
"SC","TM77","TX",2040,6.0485216691252e-05
"SC","TM77","TX",2041,6.1454772274708e-05
"SC","TM77","TX",2042,6.2424323032968e-05
"SC","TM77","TX",2043,6.3393873791228e-05
"SC","TM77","TX",2044,6.4363429374684e-05
"SC","TM77","TX",2045,6.5332980132944e-05
"SC","TM77","TX",2046,6.63025357164e-05
"SC","TM77","TX",2047,6.727208647466e-05
"SC","TM77","TX",2048,6.824163723292e-05
"SC","TM77","TX",2049,6.9211192816376e-05
"SC","TM77","TX",2050,7.0180743574636e-05
"SC","TM78","COMELC",2019,0.000420502357504504
"SC","TM78","COMELC",2020,0.000313308041621956
"SC","TM78","COMELC",2021,0.000328562765011278
"SC","TM78","COMELC",2022,0.00043669600612868
"SC","TM78","COMELC",2023,0.000445678256960828
"SC","TM78","COMELC",2024,0.000461250739607804
"SC","TM78","COMELC",2025,0.000476844443658984
"SC","TM78","COMELC",2026,0.00049215452078095
"SC","TM78","COMELC",2027,0.000507464597902916
"SC","TM78","COMELC",2028,0.000522774685624984
"SC","TM78","COMELC",2029,0.00053808476274695
"SC","TM78","COMELC",2030,0.000553394839868916
"SC","TM78","COMELC",2031,0.000556762524074622
"SC","TM78","COMELC",2032,0.00056016387420428
"SC","TM78","COMELC",2033,0.000563599240061256
"SC","TM78","COMELC",2034,0.000567068960848814
"SC","TM78","COMELC",2035,0.000570573375770218
"SC","TM78","COMELC",2036,0.000574112834628834
"SC","TM78","COMELC",2037,0.00057768769782813
"SC","TM78","COMELC",2038,0.000581298293971268
"SC","TM78","COMELC",2039,0.00058494500466192
"SC","TM78","COMELC",2040,0.000588628190303554
"SC","TM78","COMELC",2041,0.000592348190099434
"SC","TM78","COMELC",2042,0.000596105406853436
"SC","TM78","COMELC",2043,0.000599900190368926
"SC","TM78","COMELC",2044,0.000608012702831974
"SC","TM78","COMELC",2045,0.000616125215295022
"SC","TM78","COMELC",2046,0.00062423772775807
"SC","TM78","COMELC",2047,0.000632350240221118
"SC","TM78","COMELC",2048,0.000640462752684166
"SC","TM78","COMELC",2049,0.000648575265147214
"SC","TM78","COMELC",2050,0.000656687777610262
"SC","TM78","RESELC",2019,0.000214848580790978
"SC","TM78","RESELC",2020,0.000219594373657602
"SC","TM78","RESELC",2021,0.000224476632237374
"SC","TM78","RESELC",2022,0.000229500709581804
"SC","TM78","RESELC",2023,0.000233085346075144
"SC","TM78","RESELC",2024,0.000242227976450552
"SC","TM78","RESELC",2025,0.000251602621858536
"SC","TM78","RESELC",2026,0.000258248726811006
"SC","TM78","RESELC",2027,0.000264913837746362
"SC","TM78","RESELC",2028,0.00027159809246593
"SC","TM78","RESELC",2029,0.00027830164997124
"SC","TM78","RESELC",2030,0.000285024637463516
"SC","TM78","RESELC",2031,0.000288275593345998
"SC","TM78","RESELC",2032,0.000291565091199352
"SC","TM78","RESELC",2033,0.000294893597428066
"SC","TM78","RESELC",2034,0.000298261610236934
"SC","TM78","RESELC",2035,0.000301669617230648
"SC","TM78","RESELC",2036,0.000305118095413798
"SC","TM78","RESELC",2037,0.00030860755359128
"SC","TM78","RESELC",2038,0.000312138511168092
"SC","TM78","RESELC",2039,0.00031571147694913
"SC","TM78","RESELC",2040,0.00031932695973929
"SC","TM78","RESELC",2041,0.000322985500143774
"SC","TM78","RESELC",2042,0.000326687628167682
"SC","TM78","RESELC",2043,0.000330433884416216
"SC","TM78","RESELC",2044,0.00033490237861452
"SC","TM78","RESELC",2045,0.000339370872812824
"SC","TM78","RESELC",2046,0.000343839356411026
"SC","TM78","RESELC",2047,0.00034830785060933
"SC","TM78","RESELC",2048,0.000352776344807634
"SC","TM78","RESELC",2049,0.000357244839005938
"SC","TM78","RESELC",2050,0.000361713333204242
"SC","TM78","TX",2025,2.246432892581e-05
"SC","TM78","TX",2026,2.590411837732e-05
"SC","TM78","TX",2027,2.930992455215e-05
"SC","TM78","TX",2028,3.274961311318e-05
"SC","TM78","TX",2029,3.619176087966e-05
"SC","TM78","TX",2030,3.901783354133e-05
"SC","TM78","TX",2031,4.097998102276e-05
"SC","TM78","TX",2032,4.275788146886e-05
"SC","TM78","TX",2033,4.448573182934e-05
"SC","TM78","TX",2034,4.601310860229e-05
"SC","TM78","TX",2035,4.741290515951e-05
"SC","TM78","TX",2036,4.868591180976e-05
"SC","TM78","TX",2037,4.987736111824e-05
"SC","TM78","TX",2038,5.087927504873e-05
"SC","TM78","TX",2039,5.186409224663e-05
"SC","TM78","TX",2040,5.269546343199e-05
"SC","TM78","TX",2041,5.354015216071e-05
"SC","TM78","TX",2042,5.438483668566e-05
"SC","TM78","TX",2043,5.522952121061e-05
"SC","TM78","TX",2044,5.607420993933e-05
"SC","TM78","TX",2045,5.691889446428e-05
"SC","TM78","TX",2046,5.7763583193e-05
"SC","TM78","TX",2047,5.860826771795e-05
"SC","TM78","TX",2048,5.94529522429e-05
"SC","TM78","TX",2049,6.029764097162e-05
"SC","TM78","TX",2050,6.114232549657e-05
"SC","TM79","COMELC",2019,0.000497236436448708
"SC","TM79","COMELC",2020,0.000370481095638462
"SC","TM79","COMELC",2021,0.000388519530291081
"SC","TM79","COMELC",2022,0.00051638513321886
"SC","TM79","COMELC",2023,0.000527006482458306
"SC","TM79","COMELC",2024,0.000545420661689058
"SC","TM79","COMELC",2025,0.000563859934846668
"SC","TM79","COMELC",2026,0.000581963824287525
"SC","TM79","COMELC",2027,0.000600067713728382
"SC","TM79","COMELC",2028,0.000618171615703668
"SC","TM79","COMELC",2029,0.000636275505144525
"SC","TM79","COMELC",2030,0.000654379394585382
"SC","TM79","COMELC",2031,0.000658361620281969
"SC","TM79","COMELC",2032,0.00066238365532506
"SC","TM79","COMELC",2033,0.000666445913350812
"SC","TM79","COMELC",2034,0.000670548795460953
"SC","TM79","COMELC",2035,0.000674692702757211
"SC","TM79","COMELC",2036,0.000678878048875743
"SC","TM79","COMELC",2037,0.000683105259987135
"SC","TM79","COMELC",2038,0.000687374724658686
"SC","TM79","COMELC",2039,0.00069168689412984
"SC","TM79","COMELC",2040,0.000696042194571183
"SC","TM79","COMELC",2041,0.000700441027084443
"SC","TM79","COMELC",2042,0.000704883867977922
"SC","TM79","COMELC",2043,0.000709371130887777
"SC","TM79","COMELC",2044,0.000718964030227773
"SC","TM79","COMELC",2045,0.000728556929567769
"SC","TM79","COMELC",2046,0.000738149828907765
"SC","TM79","COMELC",2047,0.000747742728247761
"SC","TM79","COMELC",2048,0.000757335627587757
"SC","TM79","COMELC",2049,0.000766928526927753
"SC","TM79","COMELC",2050,0.000776521426267749
"SC","TM79","RESELC",2019,0.000254054563029231
"SC","TM79","RESELC",2020,0.000259666377305679
"SC","TM79","RESELC",2021,0.000265439559821073
"SC","TM79","RESELC",2022,0.000271380440462058
"SC","TM79","RESELC",2023,0.000275619208316988
"SC","TM79","RESELC",2024,0.000286430203467204
"SC","TM79","RESELC",2025,0.000297515552199372
"SC","TM79","RESELC",2026,0.000305374451165937
"SC","TM79","RESELC",2027,0.000313255824363699
"SC","TM79","RESELC",2028,0.000321159834740235
"SC","TM79","RESELC",2029,0.00032908667031198
"SC","TM79","RESELC",2030,0.000337036481492082
"SC","TM79","RESELC",2031,0.000340880678056521
"SC","TM79","RESELC",2032,0.000344770449804804
"SC","TM79","RESELC",2033,0.000348706348251807
"SC","TM79","RESELC",2034,0.000352688962515693
"SC","TM79","RESELC",2035,0.000356718869180196
"SC","TM79","RESELC",2036,0.000360796632294621
"SC","TM79","RESELC",2037,0.00036492285351156
"SC","TM79","RESELC",2038,0.000369098147018034
"SC","TM79","RESELC",2039,0.000373323114466635
"SC","TM79","RESELC",2040,0.000377598357509955
"SC","TM79","RESELC",2041,0.000381924515403873
"SC","TM79","RESELC",2042,0.000386302214869839
"SC","TM79","RESELC",2043,0.000390732095163732
"SC","TM79","RESELC",2044,0.00039601600877754
"SC","TM79","RESELC",2045,0.000401299922391348
"SC","TM79","RESELC",2046,0.000406583823470727
"SC","TM79","RESELC",2047,0.000411867737084535
"SC","TM79","RESELC",2048,0.000417151650698343
"SC","TM79","RESELC",2049,0.000422435564312151
"SC","TM79","RESELC",2050,0.000427719477925959
"SC","TM79","TX",2025,5.1687482968225e-05
"SC","TM79","TX",2026,5.96019886397e-05
"SC","TM79","TX",2027,6.7438303235875e-05
"SC","TM79","TX",2028,7.535257677155e-05
"SC","TM79","TX",2029,8.327250861735e-05
"SC","TM79","TX",2030,8.9774932217425e-05
"SC","TM79","TX",2031,9.42895769621e-05
"SC","TM79","TX",2032,9.838029337435e-05
"SC","TM79","TX",2033,0.00010235585108515
"SC","TM79","TX",2034,0.000105870145289025
"SC","TM79","TX",2035,0.000109090894101475
"SC","TM79","TX",2036,0.0001120199159196
"SC","TM79","TX",2037,0.0001147612849604
"SC","TM79","TX",2038,0.000117066557883925
"SC","TM79","TX",2039,0.000119332493461675
"SC","TM79","TX",2040,0.000121245369832275
"SC","TM79","TX",2041,0.000123188888128475
"SC","TM79","TX",2042,0.00012513239675235
"SC","TM79","TX",2043,0.000127075905376225
"SC","TM79","TX",2044,0.000129019423672425
"SC","TM79","TX",2045,0.0001309629322963
"SC","TM79","TX",2046,0.0001329064505925
"SC","TM79","TX",2047,0.000134849959216375
"SC","TM79","TX",2048,0.00013679346784025
"SC","TM79","TX",2049,0.00013873698613645
"SC","TM79","TX",2050,0.000140680494760325
"SC","TM80","COMELC",2019,0.0002750445734355
"SC","TM80","COMELC",2020,0.00020493030567825
"SC","TM80","COMELC",2021,0.000214908201907875
"SC","TM80","COMELC",2022,0.0002856366072225
"SC","TM80","COMELC",2023,0.00029151176892975
"SC","TM80","COMELC",2024,0.00030169750694175
"SC","TM80","COMELC",2025,0.0003118971255705
"SC","TM80","COMELC",2026,0.000321911227884375
"SC","TM80","COMELC",2027,0.00033192533019825
"SC","TM80","COMELC",2028,0.0003419394394455
"SC","TM80","COMELC",2029,0.000351953541759375
"SC","TM80","COMELC",2030,0.00036196764407325
"SC","TM80","COMELC",2031,0.000364170398110875
"SC","TM80","COMELC",2032,0.0003663951725475
"SC","TM80","COMELC",2033,0.0003686421961845
"SC","TM80","COMELC",2034,0.000370911690889875
"SC","TM80","COMELC",2035,0.000373203878531625
"SC","TM80","COMELC",2036,0.000375518987911125
"SC","TM80","COMELC",2037,0.000377857254763125
"SC","TM80","COMELC",2038,0.00038021889402225
"SC","TM80","COMELC",2039,0.00038260415529
"SC","TM80","COMELC",2040,0.000385013274301125
"SC","TM80","COMELC",2041,0.000387446472923625
"SC","TM80","COMELC",2042,0.00038990401462575
"SC","TM80","COMELC",2043,0.000392386128208875
"SC","TM80","COMELC",2044,0.000397692406497375
"SC","TM80","COMELC",2045,0.000402998684785875
"SC","TM80","COMELC",2046,0.000408304963074375
"SC","TM80","COMELC",2047,0.000413611241362875
"SC","TM80","COMELC",2048,0.000418917519651375
"SC","TM80","COMELC",2049,0.000424223797939875
"SC","TM80","COMELC",2050,0.000429530076228375
"SC","TM80","RESELC",2019,0.000140529381589125
"SC","TM80","RESELC",2020,0.000143633536777125
"SC","TM80","RESELC",2021,0.000146826952234875
"SC","TM80","RESELC",2022,0.00015011312931675
"SC","TM80","RESELC",2023,0.0001524577887405
"SC","TM80","RESELC",2024,0.0001584378524115
"SC","TM80","RESELC",2025,0.0001645696737945
"SC","TM80","RESELC",2026,0.000168916795918875
"SC","TM80","RESELC",2027,0.000173276349584625
"SC","TM80","RESELC",2028,0.000177648424925625
"SC","TM80","RESELC",2029,0.0001820331259425
"SC","TM80","RESELC",2030,0.00018643053583575
"SC","TM80","RESELC",2031,0.000188556939547875
"SC","TM80","RESELC",2032,0.0001907085530115
"SC","TM80","RESELC",2033,0.000192885681295125
"SC","TM80","RESELC",2034,0.000195088650267375
"SC","TM80","RESELC",2035,0.0001973177788635
"SC","TM80","RESELC",2036,0.000199573379085375
"SC","TM80","RESELC",2037,0.000201855783735
"SC","TM80","RESELC",2038,0.00020416533254775
"SC","TM80","RESELC",2039,0.000206502358325625
"SC","TM80","RESELC",2040,0.000208867193870625
"SC","TM80","RESELC",2041,0.000211260192784875
"SC","TM80","RESELC",2042,0.000213681701737125
"SC","TM80","RESELC",2043,0.0002161320743295
"SC","TM80","RESELC",2044,0.0002190548524275
"SC","TM80","RESELC",2045,0.0002219776305255
"SC","TM80","RESELC",2046,0.000224900401690125
"SC","TM80","RESELC",2047,0.000227823179788125
"SC","TM80","RESELC",2048,0.000230745957886125
"SC","TM80","RESELC",2049,0.000233668735984125
"SC","TM80","RESELC",2050,0.000236591514082125
"SC","TM80","TX",2025,0.000100913662058592
"SC","TM80","TX",2026,0.000116365792919424
"SC","TM80","TX",2027,0.00013166526500688
"SC","TM80","TX",2028,0.000147116942650176
"SC","TM80","TX",2029,0.000162579667470912
"SC","TM80","TX",2030,0.000175274876060256
"SC","TM80","TX",2031,0.000184089182888832
"SC","TM80","TX",2032,0.000192075820076352
"SC","TM80","TX",2033,0.000199837623597888
"SC","TM80","TX",2034,0.000206698864991328
"SC","TM80","TX",2035,0.000212986993926432
"SC","TM80","TX",2036,0.000218705560607232
"SC","TM80","TX",2037,0.000224057757562368
"SC","TM80","TX",2038,0.000228558528723936
"SC","TM80","TX",2039,0.000232982498397216
"SC","TM80","TX",2040,0.000236717161966368
"SC","TM80","TX",2041,0.000240511650250272
"SC","TM80","TX",2042,0.000244306119650112
"SC","TM80","TX",2043,0.000248100589049952
"SC","TM80","TX",2044,0.000251895077333856
"SC","TM80","TX",2045,0.000255689546733696
"SC","TM80","TX",2046,0.0002594840350176
"SC","TM80","TX",2047,0.00026327850441744
"SC","TM80","TX",2048,0.00026707297381728
"SC","TM80","TX",2049,0.000270867462101184
"SC","TM80","TX",2050,0.000274661931501024
"SC","TM81","COMELC",2019,0.000162387046077916
"SC","TM81","COMELC",2020,0.000120991396322674
"SC","TM81","COMELC",2021,0.000126882372736287
"SC","TM81","COMELC",2022,0.00016864061093522
"SC","TM81","COMELC",2023,0.000172109321998862
"SC","TM81","COMELC",2024,0.000178123008752366
"SC","TM81","COMELC",2025,0.000184144890658836
"SC","TM81","COMELC",2026,0.000190057243240675
"SC","TM81","COMELC",2027,0.000195969595822514
"SC","TM81","COMELC",2028,0.000201881952497836
"SC","TM81","COMELC",2029,0.000207794305079675
"SC","TM81","COMELC",2030,0.000213706657661514
"SC","TM81","COMELC",2031,0.000215007169491063
"SC","TM81","COMELC",2032,0.00021632068222262
"SC","TM81","COMELC",2033,0.000217647330941124
"SC","TM81","COMELC",2034,0.000218987246638031
"SC","TM81","COMELC",2035,0.000220340560304797
"SC","TM81","COMELC",2036,0.000221707407026361
"SC","TM81","COMELC",2037,0.000223087925981145
"SC","TM81","COMELC",2038,0.000224482244067122
"SC","TM81","COMELC",2039,0.00022589050864968
"SC","TM81","COMELC",2040,0.000227312858907241
"SC","TM81","COMELC",2041,0.000228749425831261
"SC","TM81","COMELC",2042,0.000230200364974094
"SC","TM81","COMELC",2043,0.000231665811420679
"SC","TM81","COMELC",2044,0.000234798652204171
"SC","TM81","COMELC",2045,0.000237931492987663
"SC","TM81","COMELC",2046,0.000241064333771155
"SC","TM81","COMELC",2047,0.000244197174554647
"SC","TM81","COMELC",2048,0.000247330015338139
"SC","TM81","COMELC",2049,0.000250462856121631
"SC","TM81","COMELC",2050,0.000253595696905123
"SC","TM81","RESELC",2019,8.2968919831337e-05
"SC","TM81","RESELC",2020,8.4801621292233e-05
"SC","TM81","RESELC",2021,8.6687022253271e-05
"SC","TM81","RESELC",2022,8.8627189923366e-05
"SC","TM81","RESELC",2023,9.0011483069476e-05
"SC","TM81","RESELC",2024,9.3542128530908e-05
"SC","TM81","RESELC",2025,9.7162372148244e-05
"SC","TM81","RESELC",2026,9.9728924586999e-05
"SC","TM81","RESELC",2027,0.000102302816640773
"SC","TM81","RESELC",2028,0.000104884101524845
"SC","TM81","RESELC",2029,0.00010747284064146
"SC","TM81","RESELC",2030,0.000110069083112414
"SC","TM81","RESELC",2031,0.000111324517507167
"SC","TM81","RESELC",2032,0.000112594835806108
"SC","TM81","RESELC",2033,0.000113880218122489
"SC","TM81","RESELC",2034,0.000115180856850011
"SC","TM81","RESELC",2035,0.000116496940288892
"SC","TM81","RESELC",2036,0.000117828652645867
"SC","TM81","RESELC",2037,0.00011917619040812
"SC","TM81","RESELC",2038,0.000120539754156318
"SC","TM81","RESELC",2039,0.000121919540377645
"SC","TM81","RESELC",2040,0.000123315745559285
"SC","TM81","RESELC",2041,0.000124728578468871
"SC","TM81","RESELC",2042,0.000126158243780553
"SC","TM81","RESELC",2043,0.000127604950261964
"SC","TM81","RESELC",2044,0.00012933056620758
"SC","TM81","RESELC",2045,0.000131056182153196
"SC","TM81","RESELC",2046,0.000132781794005329
"SC","TM81","RESELC",2047,0.000134507409950945
"SC","TM81","RESELC",2048,0.000136233025896561
"SC","TM81","RESELC",2049,0.000137958641842177
"SC","TM81","RESELC",2050,0.000139684257787793
"SC","TM81","TX",2025,0.000116560554488093
"SC","TM81","TX",2026,0.000134408573323396
"SC","TM81","TX",2027,0.000152080263295895
"SC","TM81","TX",2028,0.000169927758641254
"SC","TM81","TX",2029,0.000187788014053998
"SC","TM81","TX",2030,0.000202451643559949
"SC","TM81","TX",2031,0.000212632628675428
"SC","TM81","TX",2032,0.000221857612092758
"SC","TM81","TX",2033,0.000230822900873702
"SC","TM81","TX",2034,0.000238747993323837
"SC","TM81","TX",2035,0.000246011110927703
"SC","TM81","TX",2036,0.000252616354356528
"SC","TM81","TX",2037,0.000258798421601872
"SC","TM81","TX",2038,0.000263997047551169
"SC","TM81","TX",2039,0.000269106963767039
"SC","TM81","TX",2040,0.000273420695402247
"SC","TM81","TX",2041,0.000277803527710063
"SC","TM81","TX",2042,0.000282186338205798
"SC","TM81","TX",2043,0.000286569148701533
"SC","TM81","TX",2044,0.000290951981009349
"SC","TM81","TX",2045,0.000295334791505084
"SC","TM81","TX",2046,0.0002997176238129
"SC","TM81","TX",2047,0.000304100434308635
"SC","TM81","TX",2048,0.00030848324480437
"SC","TM81","TX",2049,0.000312866077112186
"SC","TM81","TX",2050,0.000317248887607921
"SC","TM82","COMELC",2019,0.000164907021051564
"SC","TM82","COMELC",2020,0.000122868980145546
"SC","TM82","COMELC",2021,0.000128851374646323
"SC","TM82","COMELC",2022,0.00017125763076138
"SC","TM82","COMELC",2023,0.000174780170410998
"SC","TM82","COMELC",2024,0.000180887179510614
"SC","TM82","COMELC",2025,0.000187002510938244
"SC","TM82","COMELC",2026,0.000193006613329575
"SC","TM82","COMELC",2027,0.000199010715720906
"SC","TM82","COMELC",2028,0.000205014822269244
"SC","TM82","COMELC",2029,0.000211018924660575
"SC","TM82","COMELC",2030,0.000217023027051906
"SC","TM82","COMELC",2031,0.000218343720646827
"SC","TM82","COMELC",2032,0.00021967761689598
"SC","TM82","COMELC",2033,0.000221024852980596
"SC","TM82","COMELC",2034,0.000222385561924899
"SC","TM82","COMELC",2035,0.000223759876753113
"SC","TM82","COMELC",2036,0.000225147934646469
"SC","TM82","COMELC",2037,0.000226549876943205
"SC","TM82","COMELC",2038,0.000227965832510538
"SC","TM82","COMELC",2039,0.00022939595100072
"SC","TM82","COMELC",2040,0.000230840373751989
"SC","TM82","COMELC",2041,0.000232299233788569
"SC","TM82","COMELC",2042,0.000233772689076726
"SC","TM82","COMELC",2043,0.000235260876797691
"SC","TM82","COMELC",2044,0.000238442334022959
"SC","TM82","COMELC",2045,0.000241623791248227
"SC","TM82","COMELC",2046,0.000244805248473495
"SC","TM82","COMELC",2047,0.000247986705698763
"SC","TM82","COMELC",2048,0.000251168162924031
"SC","TM82","COMELC",2049,0.000254349620149299
"SC","TM82","COMELC",2050,0.000257531077374567
"SC","TM82","RESELC",2019,8.4256458502773e-05
"SC","TM82","RESELC",2020,8.6117600420757e-05
"SC","TM82","RESELC",2021,8.8032259646859e-05
"SC","TM82","RESELC",2022,9.0002535469614e-05
"SC","TM82","RESELC",2023,9.1408310526804e-05
"SC","TM82","RESELC",2024,9.4993745692332e-05
"SC","TM82","RESELC",2025,9.8670169427076e-05
"SC","TM82","RESELC",2026,0.000101276550460971
"SC","TM82","RESELC",2027,0.000103890385008417
"SC","TM82","RESELC",2028,0.000106511727110505
"SC","TM82","RESELC",2029,0.00010914063912234
"SC","TM82","RESELC",2030,0.000111777170928006
"SC","TM82","RESELC",2031,0.000113052087561843
"SC","TM82","RESELC",2032,0.000114342119073132
"SC","TM82","RESELC",2033,0.000115647448370181
"SC","TM82","RESELC",2034,0.000116968270832319
"SC","TM82","RESELC",2035,0.000118304777681868
"SC","TM82","RESELC",2036,0.000119657155984143
"SC","TM82","RESELC",2037,0.00012102560527548
"SC","TM82","RESELC",2038,0.000122410329249222
"SC","TM82","RESELC",2039,0.000123811527441705
"SC","TM82","RESELC",2040,0.000125229399389265
"SC","TM82","RESELC",2041,0.000126664157099259
"SC","TM82","RESELC",2042,0.000128116008422037
"SC","TM82","RESELC",2043,0.000129585165364956
"SC","TM82","RESELC",2044,0.00013133755997982
"SC","TM82","RESELC",2045,0.000133089954594684
"SC","TM82","RESELC",2046,0.000134842345052541
"SC","TM82","RESELC",2047,0.000136594739667405
"SC","TM82","RESELC",2048,0.000138347134282269
"SC","TM82","RESELC",2049,0.000140099528897133
"SC","TM82","RESELC",2050,0.000141851923511997
"SC","TM82","TX",2025,8.2981267827227e-05
"SC","TM82","TX",2026,9.5687549447644e-05
"SC","TM82","TX",2027,0.000108268299813905
"SC","TM82","TX",2028,0.000120974208753706
"SC","TM82","TX",2029,0.000133689201783522
"SC","TM82","TX",2030,0.000144128467216811
"SC","TM82","TX",2031,0.000151376468535292
"SC","TM82","TX",2032,0.000157943877407162
"SC","TM82","TX",2033,0.000164326405636778
"SC","TM82","TX",2034,0.000169968401954043
"SC","TM82","TX",2035,0.000175139128104017
"SC","TM82","TX",2036,0.000179841503418192
"SC","TM82","TX",2037,0.000184242613039408
"SC","TM82","TX",2038,0.000187943595538391
"SC","TM82","TX",2039,0.000191581424201321
"SC","TM82","TX",2040,0.000194652436704033
"SC","TM82","TX",2041,0.000197772643048057
"SC","TM82","TX",2042,0.000200892833863722
"SC","TM82","TX",2043,0.000204013024679387
"SC","TM82","TX",2044,0.000207133231023411
"SC","TM82","TX",2045,0.000210253421839076
"SC","TM82","TX",2046,0.0002133736281831
"SC","TM82","TX",2047,0.000216493818998765
"SC","TM82","TX",2048,0.00021961400981443
"SC","TM82","TX",2049,0.000222734216158454
"SC","TM82","TX",2050,0.000225854406974119
"SC","TM83","COMELC",2019,0.0002514183204456
"SC","TM83","COMELC",2020,0.0001873268489484
"SC","TM83","COMELC",2021,0.0001964476466442
"SC","TM83","COMELC",2022,0.000261100501452
"SC","TM83","COMELC",2023,0.0002664709883892
"SC","TM83","COMELC",2024,0.0002757817743156
"SC","TM83","COMELC",2025,0.0002851052485176
"SC","TM83","COMELC",2026,0.000294259142205
"SC","TM83","COMELC",2027,0.0003034130358924
"SC","TM83","COMELC",2028,0.0003125669359176
"SC","TM83","COMELC",2029,0.000321720829605
"SC","TM83","COMELC",2030,0.0003308747232924
"SC","TM83","COMELC",2031,0.0003328882613658
"SC","TM83","COMELC",2032,0.000334921928292
"SC","TM83","COMELC",2033,0.0003369759332184
"SC","TM83","COMELC",2034,0.0003390504789546
"SC","TM83","COMELC",2035,0.0003411457683102
"SC","TM83","COMELC",2036,0.0003432620104326
"SC","TM83","COMELC",2037,0.000345399420807
"SC","TM83","COMELC",2038,0.0003475581959052
"SC","TM83","COMELC",2039,0.000349738563888
"SC","TM83","COMELC",2040,0.0003519407402406
"SC","TM83","COMELC",2041,0.0003541649277726
"SC","TM83","COMELC",2042,0.0003564113673204
"SC","TM83","COMELC",2043,0.0003586802680314
"SC","TM83","COMELC",2044,0.0003635307384786
"SC","TM83","COMELC",2045,0.0003683812089258
"SC","TM83","COMELC",2046,0.000373231679373
"SC","TM83","COMELC",2047,0.0003780821498202
"SC","TM83","COMELC",2048,0.0003829326202674
"SC","TM83","COMELC",2049,0.0003877830907146
"SC","TM83","COMELC",2050,0.0003926335611618
"SC","TM83","RESELC",2019,0.0001284579464742
"SC","TM83","RESELC",2020,0.0001312954555878
"SC","TM83","RESELC",2021,0.0001342145575386
"SC","TM83","RESELC",2022,0.0001372184529156
"SC","TM83","RESELC",2023,0.0001393617067416
"SC","TM83","RESELC",2024,0.0001448280845928
"SC","TM83","RESELC",2025,0.0001504331842104
"SC","TM83","RESELC",2026,0.0001544068897434
"SC","TM83","RESELC",2027,0.0001583919589518
"SC","TM83","RESELC",2028,0.000162388474227
"SC","TM83","RESELC",2029,0.000166396530636
"SC","TM83","RESELC",2030,0.0001704162042324
"SC","TM83","RESELC",2031,0.0001723599504522
"SC","TM83","RESELC",2032,0.0001743267409128
"SC","TM83","RESELC",2033,0.0001763168544774
"SC","TM83","RESELC",2034,0.0001783305890226
"SC","TM83","RESELC",2035,0.0001803682360872
"SC","TM83","RESELC",2036,0.0001824300808722
"SC","TM83","RESELC",2037,0.000184516427592
"SC","TM83","RESELC",2038,0.0001866275867988
"SC","TM83","RESELC",2039,0.000188763862707
"SC","TM83","RESELC",2040,0.000190925559531
"SC","TM83","RESELC",2041,0.0001931130004986
"SC","TM83","RESELC",2042,0.0001953265024998
"SC","TM83","RESELC",2043,0.0001975663887624
"SC","TM83","RESELC",2044,0.000200238101028
"SC","TM83","RESELC",2045,0.0002029098132936
"SC","TM83","RESELC",2046,0.0002055815192214
"SC","TM83","RESELC",2047,0.000208253231487
"SC","TM83","RESELC",2048,0.0002109249437526
"SC","TM83","RESELC",2049,0.0002135966560182
"SC","TM83","RESELC",2050,0.0002162683682838
"SC","TM83","TX",2025,1.9143514387579e-05
"SC","TM83","TX",2026,2.2074813117788e-05
"SC","TM83","TX",2027,2.4977152187185e-05
"SC","TM83","TX",2028,2.7908364941162e-05
"SC","TM83","TX",2029,3.0841673365794e-05
"SC","TM83","TX",2030,3.3249978676747e-05
"SC","TM83","TX",2031,3.4922069513084e-05
"SC","TM83","TX",2032,3.6437149838074e-05
"SC","TM83","TX",2033,3.7909578787306e-05
"SC","TM83","TX",2034,3.9211169381211e-05
"SC","TM83","TX",2035,4.0404039447409e-05
"SC","TM83","TX",2036,4.1488862466384e-05
"SC","TM83","TX",2037,4.2504184448816e-05
"SC","TM83","TX",2038,4.3357989332407e-05
