#
#	To run the model, copy and paste the following line into the command prompt, after replacing ...FILEPATH... with your folder structure.
#
#   C:\...FILEPATH...\glpsol -m C:\...FILEPATH...\OSeMOSYS_2016_08_01.txt -d C:\...FILEPATH...\GALAPAGOS.txt -o C:\...FILEPATH...\GALAPAGOS-Results.txt                           		
#
#  Alternatively, install GUSEK (http://gusek.sourceforge.net/gusek.html) and run the model within this integrated development environment (IDE). 
#  To do so, open the .dat file within GUSEK and select "Use External .dat file" from the Options menu. Then go to the .mod file and select the "Go" icon or press F5.
#
#	Based on GALAPAGOS version 5: BASE - GALAPAGOS Base Model	
#	The following are DEFAULT units, but they can be changed by users to their comfort. When doing so, users are advised to check the consistency of their choices though.																					
#	Energy and demands in PJ/a																							
#	Power plants in GW																							
#	Investment and Fixed O&M Costs: Power plant: Million $ / GW (//$/kW)																							
#	Other plant costs: Million $/PJ/a																							
#	Variable O&M (& Import) Costs: Million $ / PJ (//$/GJ)																							
#
#****************************************																																
param	AnnualExogenousEmission			default	0		:=	;																												
param	AnnualEmissionLimit				default	9999	:=	;
param	ModelPeriodExogenousEmission	default	0		:=	;																												
param	ModelPeriodEmissionLimit		default	9999	:=	;
#****************************************																							
set	EMISSION			:=	CO2		;																			
set	TECHNOLOGY			:=	MINSOL MINWND IMPDSL PWRDIE PWRWND  PWRSOL 	IMPGSL BAT DEMRESELC DEMCOMELC PWRDIST PWRSOLDIST IMPLPG CONLPG;	
# Summary of Set: TECHNOLOGY

# BAT = batteries Consumes and generates electricity
# PWRDIE = Diesel fueled power plant
# PWRSOL	= Solar power plant for Santa Cristobal Island
# PWRWND	= Wind power plant for Santa Cristobal Island
# IMPDSL = Diesel supply
# IMPGSL = Gasoline supply
# TXD = Transport in passenger km consuming diesel
# TXG = Transport in passenger km consuming gasoline
# DEMRESELC = Residential consuming electricity 
# DEMINDELC = Industrial consuming electricity
# DEMCOMELC = Comercial consuming electricity 
# MINSOL = solar extraction 
# MINWND = wind extraction

set	FUEL				:=	DSL	ELC001 ELC002  GSL SOL WND DELC COMELC RESELC WAVE LPG DEMLPG;	
# Summary of Set: FUEL
# DSL = Diesel
# ELC001 = Electricity after generation
# ELC002 = Electricity after distribution
# GSL = Gasoline
# WND = Wind
# SOL = Sol
# TX = Transport demand
# DELC = total electricity demand
# INDELC = Industrial electricity demand
# COMELC = Comercial electricity demand
# RESELC = Residencial electricity demand   

set	YEAR				:=	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041    2042    2043    2044    2045    2046    2047    2048    2049    2050;
set	TIMESLICE			:=	TM01	TM02	TM03	TM04	TM05	TM06	TM07	TM08	TM09	TM10	TM11	TM12	TM13	TM14	TM15	TM16	TM17	TM18	TM19	TM20	TM21	TM22	TM23	TM24	TM25	TM26	TM27	TM28	TM29	TM30	TM31	TM32	TM33	TM34	TM35	TM36	TM37	TM38	TM39	TM40	TM41	TM42	TM43	TM44	TM45	TM46	TM47	TM48	TM49	TM50	TM51	TM52	TM53	TM54	TM55	TM56	TM57	TM58	TM59	TM60	TM61	TM62	TM63	TM64	TM65	TM66	TM67	TM68	TM69	TM70	TM71	TM72	TM73	TM74	TM75	TM76	TM77	TM78	TM79	TM80	TM81	TM82	TM83	TM84	TM85	TM86	TM87	TM88	TM89	TM90	TM91	TM92	TM93	TM94	TM95	TM96;
set	MODE_OF_OPERATION	:=	1	2;																				
set	REGION				:=	SC	STC IS  FL ;
#																		
#  SEASON (Use consecutive numbers only, i.e, 1,2,3,4!, e.g., 1 = winter, 2 = summer. The seasons with the higher number follow those with lower numbers.) 
#  Note: in the GALAPAGOS case, energy is not stored from one season to another. Rather, the available capacity is assumed to be infinite. Therefore, it can be assumed that the intermediate season is between winter and summer without any consequences for the model results (and not both, between winter and summer, and between summer and winter).
set SEASON	:=	1	2;
#
#  DAYTYPE (Use consecutive numbers only, i.e, 1,2,3,4!, e.g., 1 = weekdays, 2 = weekends. The weekdays with the higher numbers follow those with lower numbers.)
set DAYTYPE	:=	1	;
#
#  DAILYTIMEBRACKET (Use consecutive numbers only, i.e, 1,2,3,4!, e.g., 1 = first hour of day, 2 = 2nd hour of day, etc. The time brackets with the higher numbers follow those with lower numbers)	
set DAILYTIMEBRACKET	:=	24;
#
# DaySplit{lh in DAILYTIMEBRACKET, y in YEAR};																											
# The length of one time bracket in one specific day as a fraction of the year, e.g., when distinguishing between days and night: 12h/(24h*365d)																											
param DaySplit default 0.00137 :=;	
#
set	STORAGE	:=	Batteries	;

param DiscountRate default 0.1 :=;
#
# DepreciationMethod; equal to 1 for Sinking Fund and 2 for Straight Line Depreciation
param DepreciationMethod default 1 :=;

#
# YearSplit{l in TIMESLICE, y in YEAR}  Units: Fraction of 8760 hours
# The fraction of the year in each time slice.
param	YearSplit:		2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050 :=
TM01	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM02	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM03	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM04	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM05	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM06	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM07	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM08	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM09	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM10	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM11	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
TM12	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667	0.010416667
