REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"SC","TM23","PWRDIST",1,2025,0.128520538674434
"SC","TM23","PWRDIST",1,2026,0.132394286652862
"SC","TM23","PWRDIST",1,2027,0.136271387873103
"SC","TM23","PWRDIST",1,2028,0.140151868517748
"SC","TM23","PWRDIST",1,2029,0.144035752899202
"SC","TM23","PWRDIST",1,2030,0.147923065329872
"SC","TM23","PWRDIST",1,2031,0.149090797660322
"SC","TM23","PWRDIST",1,2032,0.150271269691401
"SC","TM23","PWRDIST",1,2033,0.15146462542736
"SC","TM23","PWRDIST",1,2034,0.152671012612819
"SC","TM23","PWRDIST",1,2035,0.153890577122211
"SC","TM23","PWRDIST",1,2036,0.155123464829971
"SC","TM23","PWRDIST",1,2037,0.156369829091275
"SC","TM23","PWRDIST",1,2038,0.157629819520927
"SC","TM23","PWRDIST",1,2039,0.158903593214473
"SC","TM23","PWRDIST",1,2040,0.160191303527087
"SC","TM23","PWRDIST",1,2041,0.161493105684129
"SC","TM23","PWRDIST",1,2042,0.162809164261885
"SC","TM23","PWRDIST",1,2043,0.164139636355899
"SC","TM23","PWRDIST",1,2044,0.166359314119355
"SC","TM23","PWRDIST",1,2045,0.16857899188281
"SC","TM23","PWRDIST",1,2046,0.17079866777608
"SC","TM23","PWRDIST",1,2047,0.173152220641101
"SC","TM23","PWRDIST",1,2048,0.175238023302991
"SC","TM23","PWRDIST",1,2049,0.177457701066447
"SC","TM23","PWRDIST",1,2050,0.179677378829902
"SC","TM24","MINWND",1,2019,0.003272109260544
"SC","TM24","MINWND",1,2020,0.003272109260544
"SC","TM24","MINWND",1,2021,0.007089570064512
"SC","TM24","MINWND",1,2023,0.007089570064512
"SC","TM24","MINWND",1,2024,0.007089570064512
"SC","TM24","MINWND",1,2025,0.007089570064512
"SC","TM24","MINWND",1,2026,0.007089570064512
"SC","TM24","MINWND",1,2027,0.007089570064512
"SC","TM24","MINWND",1,2028,0.007089570064512
"SC","TM24","MINWND",1,2029,0.007089570064512
"SC","TM24","MINWND",1,2030,0.007089570064512
"SC","TM24","MINWND",1,2031,0.104298491247308
"SC","TM24","MINWND",1,2032,0.007089570064512
"SC","TM24","MINWND",1,2033,0.0968097047616
"SC","TM24","MINWND",1,2034,0.00545351543424
"SC","TM24","MINWND",1,2035,0.0798141776981549
"SC","TM24","MINWND",1,2036,0.08061383466388
"SC","TM24","MINWND",1,2037,0.00545351543424
"SC","TM24","MINWND",1,2038,0.107108274495744
"SC","TM24","MINWND",1,2039,0.107108274495744
"SC","TM24","MINWND",1,2040,0.107108274495744
"SC","TM24","MINWND",1,2041,0.107108274495744
"SC","TM24","MINWND",1,2042,0.107108274495744
"SC","TM24","MINWND",1,2043,0.107108274495744
"SC","TM24","MINWND",1,2044,0.003817460803968
"SC","TM24","MINWND",1,2045,0.003817460803968
"SC","TM24","IMPDSL",1,2019,0.16499999472
"SC","TM24","IMPDSL",1,2020,0.16499999472
"SC","TM24","IMPDSL",1,2021,0.163185788065859
"SC","TM24","IMPDSL",1,2022,0.164299418253006
"SC","TM24","IMPDSL",1,2023,0.16499999472
"SC","TM24","IMPDSL",1,2024,0.16499999472
"SC","TM24","IMPDSL",1,2025,0.16499999472
"SC","TM24","IMPDSL",1,2026,0.16499999472
"SC","TM24","IMPDSL",1,2027,0.16499999472
"SC","TM24","IMPDSL",1,2028,0.16499999472
"SC","TM24","IMPDSL",1,2029,0.16499999472
"SC","TM24","IMPDSL",1,2030,0.16499999472
"SC","TM24","IMPDSL",1,2031,0.16499999472
"SC","TM24","IMPDSL",1,2032,0.164712040763971
"SC","TM24","IMPDSL",1,2033,0.16499999472
"SC","TM24","IMPDSL",1,2034,0.065999997888
"SC","TM24","IMPDSL",1,2035,0.065999997888
"SC","TM24","IMPDSL",1,2036,0.065999997888
"SC","TM24","PWRDIE",1,2019,0.0499999984
"SC","TM24","PWRDIE",1,2020,0.0499999984
"SC","TM24","PWRDIE",1,2021,0.0494502388078362
"SC","TM24","PWRDIE",1,2022,0.0497877025009111
"SC","TM24","PWRDIE",1,2023,0.0499999984
"SC","TM24","PWRDIE",1,2024,0.0499999984
"SC","TM24","PWRDIE",1,2025,0.0499999984
"SC","TM24","PWRDIE",1,2026,0.0499999984
"SC","TM24","PWRDIE",1,2027,0.0499999984
"SC","TM24","PWRDIE",1,2028,0.0499999984
"SC","TM24","PWRDIE",1,2029,0.0499999984
"SC","TM24","PWRDIE",1,2030,0.0499999984
"SC","TM24","PWRDIE",1,2031,0.0499999984
"SC","TM24","PWRDIE",1,2032,0.0499127396254459
"SC","TM24","PWRDIE",1,2033,0.0499999984
"SC","TM24","PWRDIE",1,2034,0.01999999936
"SC","TM24","PWRDIE",1,2035,0.01999999936
"SC","TM24","PWRDIE",1,2036,0.01999999936
"SC","TM24","PWRWND",1,2019,0.003272109260544
"SC","TM24","PWRWND",1,2020,0.003272109260544
"SC","TM24","PWRWND",1,2021,0.007089570064512
"SC","TM24","PWRWND",1,2023,0.007089570064512
"SC","TM24","PWRWND",1,2024,0.007089570064512
"SC","TM24","PWRWND",1,2025,0.007089570064512
"SC","TM24","PWRWND",1,2026,0.007089570064512
"SC","TM24","PWRWND",1,2027,0.007089570064512
"SC","TM24","PWRWND",1,2028,0.007089570064512
"SC","TM24","PWRWND",1,2029,0.007089570064512
"SC","TM24","PWRWND",1,2030,0.007089570064512
"SC","TM24","PWRWND",1,2031,0.007089570064512
"SC","TM24","PWRWND",1,2032,0.007089570064512
"SC","TM24","PWRWND",1,2033,0.00545351543424
"SC","TM24","PWRWND",1,2034,0.00545351543424
"SC","TM24","PWRWND",1,2035,0.00545351543424
"SC","TM24","PWRWND",1,2036,0.00545351543424
"SC","TM24","PWRWND",1,2037,0.00545351543424
"SC","TM24","PWRWND",1,2038,0.00545351543424
"SC","TM24","PWRWND",1,2039,0.00545351543424
"SC","TM24","PWRWND",1,2040,0.00545351543424
"SC","TM24","PWRWND",1,2041,0.00545351543424
"SC","TM24","PWRWND",1,2042,0.00545351543424
"SC","TM24","PWRWND",1,2043,0.00545351543424
"SC","TM24","PWRWND",1,2044,0.003817460803968
"SC","TM24","PWRWND",1,2045,0.003817460803968
"SC","TM24","BAT",1,2019,0.0213142613288665
"SC","TM24","BAT",1,2020,0.00928742249144262
"SC","TM24","BAT",1,2021,0.00838368153679866
"SC","TM24","BAT",1,2022,0.0284197747569673
"SC","TM24","BAT",1,2023,0.0225931855870417
"SC","TM24","BAT",1,2024,0.0254945908237256
"SC","TM24","BAT",1,2025,0.0284257244910716
"SC","TM24","BAT",1,2026,0.0310032478708213
"SC","TM24","BAT",1,2027,0.0335830024383558
"SC","TM24","BAT",1,2028,0.0361650056151079
"SC","TM24","BAT",1,2029,0.0387492735781221
"SC","TM24","BAT",1,2030,0.0413358225044434
"SC","TM24","BAT",1,2031,0.0421128109403936
"SC","TM24","BAT",1,2032,0.0429855349223366
"SC","TM24","BAT",1,2033,0.0453283685747624
"SC","TM24","BAT",1,2034,0.0761310763074458
"SC","TM24","BAT",1,2035,0.076942552958373
"SC","TM24","BAT",1,2036,0.0777628946298124
"SC","TM24","BAT",1,2037,0.0985922027215847
"SC","TM24","BAT",1,2038,0.0994305780647343
"SC","TM24","BAT",1,2039,0.100278124547858
"SC","TM24","BAT",1,2040,0.101134944210776
"SC","TM24","BAT",1,2041,0.102001140337698
"SC","TM24","BAT",1,2042,0.102876822434772
"SC","TM24","BAT",1,2043,0.103762095030594
"SC","TM24","BAT",1,2044,0.106875083979433
"SC","TM24","BAT",1,2045,0.108352018297999
"SC","TM24","BAT",1,2046,0.113646412176145
"SC","TM24","BAT",1,2047,0.115123346494711
"SC","TM24","BAT",1,2048,0.116600280813277
"SC","TM24","BAT",1,2049,0.118077215131844
"SC","TM24","BAT",1,2050,0.11955414945041
"SC","TM24","DEMRESELC",1,2019,0.02522192784781
"SC","TM24","DEMRESELC",1,2020,0.0257790553132183
"SC","TM24","DEMRESELC",1,2021,0.0263522030304619
"SC","TM24","DEMRESELC",1,2022,0.026941999415509
"SC","TM24","DEMRESELC",1,2023,0.0273628141244673
"SC","TM24","DEMRESELC",1,2024,0.0284361038004744
"SC","TM24","DEMRESELC",1,2025,0.0295366306422551
"SC","TM24","DEMRESELC",1,2026,0.0303168432876589
"SC","TM24","DEMRESELC",1,2027,0.0310992871208474
"SC","TM24","DEMRESELC",1,2028,0.0318839783188653
"SC","TM24","DEMRESELC",1,2029,0.0326709355475336
"SC","TM24","DEMRESELC",1,2030,0.0334601737395088
"SC","TM24","DEMRESELC",1,2031,0.0338418163568466
"SC","TM24","DEMRESELC",1,2032,0.0342279835691566
"SC","TM24","DEMRESELC",1,2033,0.0346187301295134
"SC","TM24","DEMRESELC",1,2034,0.0350141145241556
"SC","TM24","DEMRESELC",1,2035,0.0354141939949337
"SC","TM24","DEMRESELC",1,2036,0.0358190245393103
"SC","TM24","DEMRESELC",1,2037,0.0362286658879121
"SC","TM24","DEMRESELC",1,2038,0.0366431790157539
"SC","TM24","DEMRESELC",1,2039,0.0370626236534623
"SC","TM24","DEMRESELC",1,2040,0.037487059531664
"SC","TM24","DEMRESELC",1,2041,0.0379165501141499
"SC","TM24","DEMRESELC",1,2042,0.0383511576203229
"SC","TM24","DEMRESELC",1,2043,0.0387909455139737
"SC","TM24","DEMRESELC",1,2044,0.0393155197878323
"SC","TM24","DEMRESELC",1,2045,0.0398400940616909
"SC","TM24","DEMRESELC",1,2046,0.0403646670911615
"SC","TM24","DEMRESELC",1,2047,0.0408892413650201
"SC","TM24","DEMRESELC",1,2048,0.0414138156388787
"SC","TM24","DEMRESELC",1,2049,0.0419383899127373
"SC","TM24","DEMRESELC",1,2050,0.042462964186596
"SC","TM24","DEMCOMELC",1,2019,0.0493644411416005
"SC","TM24","DEMCOMELC",1,2020,0.0367804748387683
"SC","TM24","DEMCOMELC",1,2021,0.0385712873786849
"SC","TM24","DEMCOMELC",1,2022,0.0512654778423693
"SC","TM24","DEMCOMELC",1,2023,0.0523199399270865
"SC","TM24","DEMCOMELC",1,2024,0.0541480554877632
"SC","TM24","DEMCOMELC",1,2025,0.0559786623133284
"SC","TM24","DEMCOMELC",1,2026,0.0577759730476745
"SC","TM24","DEMCOMELC",1,2027,0.0595732837820205
"SC","TM24","DEMCOMELC",1,2028,0.0613705957607546
"SC","TM24","DEMCOMELC",1,2029,0.0631679064951006
"SC","TM24","DEMCOMELC",1,2030,0.0649652172294466
"SC","TM24","DEMCOMELC",1,2031,0.065360563048059
"SC","TM24","DEMCOMELC",1,2032,0.0657598610431379
"SC","TM24","DEMCOMELC",1,2033,0.066163152279489
"SC","TM24","DEMCOMELC",1,2034,0.0665704765775302
"SC","TM24","DEMCOMELC",1,2035,0.0669818737576793
"SC","TM24","DEMCOMELC",1,2036,0.0673973848847421
"SC","TM24","DEMCOMELC",1,2037,0.0678170522679126
"SC","TM24","DEMCOMELC",1,2038,0.0682409144832204
"SC","TM24","DEMCOMELC",1,2039,0.0686690163286356
"SC","TM24","DEMCOMELC",1,2040,0.0691014001133522
"SC","TM24","DEMCOMELC",1,2041,0.0695381056577879
"SC","TM24","DEMCOMELC",1,2042,0.0699791802486888
"SC","TM24","DEMCOMELC",1,2043,0.0704246649508608
"SC","TM24","DEMCOMELC",1,2044,0.0713770249955683
"SC","TM24","DEMCOMELC",1,2045,0.0723293850402759
"SC","TM24","DEMCOMELC",1,2046,0.0732817450849835
"SC","TM24","DEMCOMELC",1,2047,0.0742341051296911
"SC","TM24","DEMCOMELC",1,2048,0.0751864651743987
"SC","TM24","DEMCOMELC",1,2049,0.0761388252191063
"SC","TM24","DEMCOMELC",1,2050,0.0770911852638138
"SC","TM24","PWRDIST",1,2019,0.0745863689894105
"SC","TM24","PWRDIST",1,2020,0.0625595301519866
"SC","TM24","PWRDIST",1,2021,0.0649234904091468
"SC","TM24","PWRDIST",1,2022,0.0782074772578784
"SC","TM24","PWRDIST",1,2023,0.0796827540515537
"SC","TM24","PWRDIST",1,2024,0.0825841592882376
"SC","TM24","PWRDIST",1,2025,0.0855152929555836
"SC","TM24","PWRDIST",1,2026,0.0880928163353334
"SC","TM24","PWRDIST",1,2027,0.0906725709028679
"SC","TM24","PWRDIST",1,2028,0.0932545740796199
"SC","TM24","PWRDIST",1,2029,0.0958388420426342
"SC","TM24","PWRDIST",1,2030,0.0984253909689554
"SC","TM24","PWRDIST",1,2031,0.0992023794049056
"SC","TM24","PWRDIST",1,2032,0.0999878446122945
"SC","TM24","PWRDIST",1,2033,0.100781882409002
"SC","TM24","PWRDIST",1,2034,0.101584591101686
"SC","TM24","PWRDIST",1,2035,0.102396067752613
"SC","TM24","PWRDIST",1,2036,0.103216409424052
"SC","TM24","PWRDIST",1,2037,0.104045718155825
"SC","TM24","PWRDIST",1,2038,0.104884093498974
"SC","TM24","PWRDIST",1,2039,0.105731639982098
"SC","TM24","PWRDIST",1,2040,0.106588459645016
"SC","TM24","PWRDIST",1,2041,0.107454655771938
"SC","TM24","PWRDIST",1,2042,0.108330337869012
"SC","TM24","PWRDIST",1,2043,0.109215610464834
"SC","TM24","PWRDIST",1,2044,0.110692544783401
"SC","TM24","PWRDIST",1,2045,0.112169479101967
"SC","TM24","PWRDIST",1,2046,0.113646412176145
"SC","TM24","PWRDIST",1,2047,0.115123346494711
"SC","TM24","PWRDIST",1,2048,0.116600280813277
"SC","TM24","PWRDIST",1,2049,0.118077215131844
"SC","TM24","PWRDIST",1,2050,0.11955414945041
"SC","TM25","MINWND",1,2023,0.0082489392340992
"SC","TM25","MINWND",1,2025,0.0082489392340992
"SC","TM25","MINWND",1,2026,0.00282962451297395
"SC","TM25","MINWND",1,2027,0.0082489392340992
"SC","TM25","MINWND",1,2028,0.0082489392340992
"SC","TM25","MINWND",1,2029,0.00747494786866249
"SC","TM25","MINWND",1,2030,0.0082489392340992
"SC","TM25","MINWND",1,2031,0.0082489392340992
"SC","TM25","MINWND",1,2032,0.0082489392340992
"SC","TM25","MINWND",1,2033,0.006345337872384
"SC","TM25","MINWND",1,2034,0.006345337872384
"SC","TM25","MINWND",1,2035,0.006345337872384
"SC","TM25","MINWND",1,2036,0.08061383466388
"SC","TM25","MINWND",1,2037,0.006345337872384
"SC","TM25","MINWND",1,2038,0.006345337872384
"SC","TM25","MINWND",1,2039,0.006345337872384
"SC","TM25","MINWND",1,2040,0.006345337872384
"SC","TM25","MINWND",1,2041,0.006345337872384
"SC","TM25","MINWND",1,2042,0.006345337872384
"SC","TM25","MINWND",1,2043,0.006345337872384
"SC","TM25","MINWND",1,2044,0.0044417365106688
"SC","TM25","MINWND",1,2045,0.0044417365106688
"SC","TM25","IMPDSL",1,2019,0.16499999472
"SC","TM25","IMPDSL",1,2020,0.123806781671879
"SC","TM25","IMPDSL",1,2021,0.163185788065859
"SC","TM25","IMPDSL",1,2022,0.164299418253006
"SC","TM25","IMPDSL",1,2023,0.16499999472
"SC","TM25","IMPDSL",1,2024,0.16499999472
"SC","TM25","IMPDSL",1,2025,0.16499999472
"SC","TM25","IMPDSL",1,2026,0.16499999472
"SC","TM25","IMPDSL",1,2027,0.152221651109428
"SC","TM25","IMPDSL",1,2028,0.16499999472
"SC","TM25","IMPDSL",1,2029,0.16499999472
"SC","TM25","IMPDSL",1,2030,0.16499999472
"SC","TM25","IMPDSL",1,2033,0.16499999472
"SC","TM25","IMPDSL",1,2034,0.065999997888
"SC","TM25","IMPDSL",1,2035,0.065999997888
"SC","TM25","IMPDSL",1,2036,0.065999997888
"SC","TM25","PWRDIE",1,2019,0.0499999984
"SC","TM25","PWRDIE",1,2020,0.037517206567236
"SC","TM25","PWRDIE",1,2021,0.0494502388078361
"SC","TM25","PWRDIE",1,2022,0.0497877025009111
"SC","TM25","PWRDIE",1,2023,0.0499999984
"SC","TM25","PWRDIE",1,2024,0.0499999984
"SC","TM25","PWRDIE",1,2025,0.0499999984
"SC","TM25","PWRDIE",1,2026,0.0499999984
"SC","TM25","PWRDIE",1,2027,0.046127773063463
"SC","TM25","PWRDIE",1,2028,0.0499999984
"SC","TM25","PWRDIE",1,2029,0.0499999984
"SC","TM25","PWRDIE",1,2030,0.0499999984
"SC","TM25","PWRDIE",1,2033,0.0499999984000001
"SC","TM25","PWRDIE",1,2034,0.01999999936
"SC","TM25","PWRDIE",1,2035,0.01999999936
"SC","TM25","PWRDIE",1,2036,0.01999999936
"SC","TM25","PWRWND",1,2023,0.0082489392340992
"SC","TM25","PWRWND",1,2025,0.0082489392340992
"SC","TM25","PWRWND",1,2026,0.00282962451297395
"SC","TM25","PWRWND",1,2027,0.0082489392340992
"SC","TM25","PWRWND",1,2028,0.0082489392340992
"SC","TM25","PWRWND",1,2029,0.00747494786866249
"SC","TM25","PWRWND",1,2030,0.0082489392340992
"SC","TM25","PWRWND",1,2031,0.0082489392340992
"SC","TM25","PWRWND",1,2032,0.0082489392340992
"SC","TM25","PWRWND",1,2033,0.006345337872384
"SC","TM25","PWRWND",1,2034,0.006345337872384
"SC","TM25","PWRWND",1,2035,0.006345337872384
"SC","TM25","PWRWND",1,2036,0.006345337872384
"SC","TM25","PWRWND",1,2037,0.006345337872384
"SC","TM25","PWRWND",1,2038,0.006345337872384
"SC","TM25","PWRWND",1,2039,0.006345337872384
"SC","TM25","PWRWND",1,2040,0.006345337872384
"SC","TM25","PWRWND",1,2041,0.006345337872384
"SC","TM25","PWRWND",1,2042,0.006345337872384
"SC","TM25","PWRWND",1,2043,0.006345337872384
"SC","TM25","PWRWND",1,2044,0.0044417365106688
"SC","TM25","PWRWND",1,2045,0.0044417365106688
"SC","TM25","BAT",1,2030,0.000777172623955474
"SC","TM25","BAT",1,2031,0.0512431341726729
"SC","TM25","BAT",1,2032,0.0517141808759552
"SC","TM25","BAT",1,2033,0.00409397155789315
"SC","TM25","BAT",1,2034,0.0345753582899611
"SC","TM25","BAT",1,2035,0.0350620041625142
"SC","TM25","BAT",1,2036,0.0355539664241925
"SC","TM25","BAT",1,2037,0.0560513056286946
"SC","TM25","BAT",1,2038,0.0565540827571898
"SC","TM25","BAT",1,2039,0.0570623598559057
"SC","TM25","BAT",1,2040,0.0575761981185409
"SC","TM25","BAT",1,2041,0.0580956594850587
"SC","TM25","BAT",1,2042,0.058620809626745
"SC","TM25","BAT",1,2043,0.0591517112298279
"SC","TM25","BAT",1,2044,0.0619410361540646
"SC","TM25","BAT",1,2045,0.0628267597165861
"SC","TM25","BAT",1,2046,0.0681542190435117
"SC","TM25","BAT",1,2047,0.121217606235325
"SC","TM25","BAT",1,2048,0.0699256661685547
"SC","TM25","BAT",1,2049,0.124327843178821
"SC","TM25","BAT",1,2050,0.0716971132935977
"SC","TM25","BAT",2,2047,0.0521776636292914
"SC","TM25","BAT",2,2049,0.0535164534477449
"SC","TM25","DEMRESELC",1,2019,0.0151256934761388
"SC","TM25","DEMRESELC",1,2020,0.0154598050999509
"SC","TM25","DEMRESELC",1,2021,0.0158035241344309
"SC","TM25","DEMRESELC",1,2022,0.01615722744321
"SC","TM25","DEMRESELC",1,2023,0.0164095917484431
"SC","TM25","DEMRESELC",1,2024,0.0170532479649047
"SC","TM25","DEMRESELC",1,2025,0.0177132384212839
"SC","TM25","DEMRESELC",1,2026,0.0181811351416216
"SC","TM25","DEMRESELC",1,2027,0.018650369914416
"SC","TM25","DEMRESELC",1,2028,0.0191209524411071
"SC","TM25","DEMRESELC",1,2029,0.0195928939156642
"SC","TM25","DEMRESELC",1,2030,0.0200662032932626
"SC","TM25","DEMRESELC",1,2031,0.0202950759346449
"SC","TM25","DEMRESELC",1,2032,0.0205266619941715
"SC","TM25","DEMRESELC",1,2033,0.0207609943074853
"SC","TM25","DEMRESELC",1,2034,0.0209981079490234
"SC","TM25","DEMRESELC",1,2035,0.0212380372469582
"SC","TM25","DEMRESELC",1,2036,0.0214808157831973
"SC","TM25","DEMRESELC",1,2037,0.0217264793784423
"SC","TM25","DEMRESELC",1,2038,0.0219750645996594
"SC","TM25","DEMRESELC",1,2039,0.0222266072675502
"SC","TM25","DEMRESELC",1,2040,0.0224811432028162
"SC","TM25","DEMRESELC",1,2041,0.0227387104649529
"SC","TM25","DEMRESELC",1,2042,0.0229993463671912
"SC","TM25","DEMRESELC",1,2043,0.0232630889690263
"SC","TM25","DEMRESELC",1,2044,0.0235776783104807
"SC","TM25","DEMRESELC",1,2045,0.0238922676519351
"SC","TM25","DEMRESELC",1,2046,0.0242068562471249
"SC","TM25","DEMRESELC",1,2047,0.0245214455885793
"SC","TM25","DEMRESELC",1,2048,0.0248360349300338
"SC","TM25","DEMRESELC",1,2049,0.0251506242714882
"SC","TM25","DEMRESELC",1,2050,0.0254652136129426
"SC","TM25","DEMCOMELC",1,2019,0.0296040576213754
"SC","TM25","DEMCOMELC",1,2020,0.0220574014672851
"SC","TM25","DEMCOMELC",1,2021,0.0231313590852535
"SC","TM25","DEMCOMELC",1,2022,0.0307441171202459
"SC","TM25","DEMCOMELC",1,2023,0.0313764823530655
"SC","TM25","DEMCOMELC",1,2024,0.0324728107454313
"SC","TM25","DEMCOMELC",1,2025,0.0335706331595586
"SC","TM25","DEMCOMELC",1,2026,0.0346484877713524
"SC","TM25","DEMCOMELC",1,2027,0.0357263423831462
"SC","TM25","DEMCOMELC",1,2028,0.0368041977412046
"SC","TM25","DEMCOMELC",1,2029,0.0378820523529983
"SC","TM25","DEMCOMELC",1,2030,0.0389599069647921
"SC","TM25","DEMCOMELC",1,2031,0.0391969974721271
"SC","TM25","DEMCOMELC",1,2032,0.0394364581158829
"SC","TM25","DEMCOMELC",1,2033,0.0396783135227919
"SC","TM25","DEMCOMELC",1,2034,0.0399225875733217
"SC","TM25","DEMCOMELC",1,2035,0.04016930414794
"SC","TM25","DEMCOMELC",1,2036,0.0404184878733793
"SC","TM25","DEMCOMELC",1,2037,0.0406701641226363
"SC","TM25","DEMCOMELC",1,2038,0.0409243560299144
"SC","TM25","DEMCOMELC",1,2039,0.0411810904607395
"SC","TM25","DEMCOMELC",1,2040,0.0414403927881087
"SC","TM25","DEMCOMELC",1,2041,0.0417022868924897
"SC","TM25","DEMCOMELC",1,2042,0.0419668011319379
"SC","TM25","DEMCOMELC",1,2043,0.0422339601331856
"SC","TM25","DEMCOMELC",1,2044,0.0428050943542527
"SC","TM25","DEMCOMELC",1,2045,0.0433762285753197
"SC","TM25","DEMCOMELC",1,2046,0.0439473627963868
"SC","TM25","DEMCOMELC",1,2047,0.0445184970174539
"SC","TM25","DEMCOMELC",1,2048,0.0450896312385209
"SC","TM25","DEMCOMELC",1,2049,0.045660765459588
"SC","TM25","DEMCOMELC",1,2050,0.0462318996806551
"SC","TM25","PWRDIST",1,2019,0.0447297510975142
"SC","TM25","PWRDIST",1,2020,0.037517206567236
"SC","TM25","PWRDIST",1,2021,0.0389348832196844
"SC","TM25","PWRDIST",1,2022,0.0469013445634559
"SC","TM25","PWRDIST",1,2023,0.0477860741015087
"SC","TM25","PWRDIST",1,2024,0.049526058710336
"SC","TM25","PWRDIST",1,2025,0.0512838715808425
"SC","TM25","PWRDIST",1,2026,0.052829622912974
"SC","TM25","PWRDIST",1,2027,0.0543767122975622
"SC","TM25","PWRDIST",1,2028,0.0559251501823117
"SC","TM25","PWRDIST",1,2029,0.0574749462686625
"SC","TM25","PWRDIST",1,2030,0.0590261102580547
"SC","TM25","PWRDIST",1,2031,0.0594920734067721
"SC","TM25","PWRDIST",1,2032,0.0599631201100544
"SC","TM25","PWRDIST",1,2033,0.0604393078302772
"SC","TM25","PWRDIST",1,2034,0.0609206955223451
"SC","TM25","PWRDIST",1,2035,0.0614073413948982
"SC","TM25","PWRDIST",1,2036,0.0618993036565765
"SC","TM25","PWRDIST",1,2037,0.0623966435010786
"SC","TM25","PWRDIST",1,2038,0.0628994206295738
"SC","TM25","PWRDIST",1,2039,0.0634076977282897
"SC","TM25","PWRDIST",1,2040,0.0639215359909249
"SC","TM25","PWRDIST",1,2041,0.0644409973574426
"SC","TM25","PWRDIST",1,2042,0.064966147499129
"SC","TM25","PWRDIST",1,2043,0.0654970491022119
"SC","TM25","PWRDIST",1,2044,0.0663827726647334
"SC","TM25","PWRDIST",1,2045,0.0672684962272549
"SC","TM25","PWRDIST",1,2046,0.0681542190435117
"SC","TM25","PWRDIST",1,2047,0.0690399426060332
"SC","TM25","PWRDIST",1,2048,0.0699256661685547
"SC","TM25","PWRDIST",1,2049,0.0708113897310762
"SC","TM25","PWRDIST",1,2050,0.0716971132935977
"SC","TM26","MINWND",1,2023,0.01028711384064
"SC","TM26","MINWND",1,2027,0.00585218506694244
"SC","TM26","MINWND",1,2030,0.00082282659738234
"SC","TM26","MINWND",1,2031,0.01028711384064
"SC","TM26","MINWND",1,2032,0.01028711384064
"SC","TM26","MINWND",1,2033,0.0079131644928
"SC","TM26","MINWND",1,2034,0.0079131644928
"SC","TM26","MINWND",1,2035,0.0079131644928
"SC","TM26","MINWND",1,2036,0.0079131644928
"SC","TM26","MINWND",1,2037,0.0079131644928
"SC","TM26","MINWND",1,2038,0.0079131644928
"SC","TM26","MINWND",1,2039,0.0079131644928
"SC","TM26","MINWND",1,2040,0.0079131644928
"SC","TM26","MINWND",1,2041,0.0079131644928
"SC","TM26","MINWND",1,2042,0.0079131644928
"SC","TM26","MINWND",1,2043,0.0079131644928
"SC","TM26","MINWND",1,2044,0.00553921514496
"SC","TM26","MINWND",1,2045,0.00553921514496
"SC","TM26","IMPDSL",1,2019,0.16499999472
"SC","TM26","IMPDSL",1,2020,0.106600458185204
"SC","TM26","IMPDSL",1,2021,0.163185788065859
"SC","TM26","IMPDSL",1,2022,0.164299418253006
"SC","TM26","IMPDSL",1,2023,0.16499999472
"SC","TM26","IMPDSL",1,2024,0.16499999472
"SC","TM26","IMPDSL",1,2025,0.16499999472
"SC","TM26","IMPDSL",1,2026,0.16499999472
"SC","TM26","IMPDSL",1,2027,0.135192427974321
"SC","TM26","IMPDSL",1,2028,0.16499999472
"SC","TM26","IMPDSL",1,2029,0.163307883688762
"SC","TM26","IMPDSL",1,2030,0.16499999472
"SC","TM26","IMPDSL",1,2033,0.16499999472
"SC","TM26","IMPDSL",1,2034,0.065999997888
"SC","TM26","IMPDSL",1,2035,0.065999997888
"SC","TM26","IMPDSL",1,2036,0.065999997888
"SC","TM26","PWRDIE",1,2019,0.0499999984
"SC","TM26","PWRDIE",1,2020,0.0323031691470316
"SC","TM26","PWRDIE",1,2021,0.0494502388078361
"SC","TM26","PWRDIE",1,2022,0.0497877025009111
"SC","TM26","PWRDIE",1,2023,0.0499999984
"SC","TM26","PWRDIE",1,2024,0.0499999984
"SC","TM26","PWRDIE",1,2025,0.0499999984
"SC","TM26","PWRDIE",1,2026,0.0499999984
"SC","TM26","PWRDIE",1,2027,0.040967402416461
"SC","TM26","PWRDIE",1,2028,0.0499999984
"SC","TM26","PWRDIE",1,2029,0.049487237481443
"SC","TM26","PWRDIE",1,2030,0.0499999984
"SC","TM26","PWRDIE",1,2033,0.0499999984
"SC","TM26","PWRDIE",1,2034,0.01999999936
"SC","TM26","PWRDIE",1,2035,0.01999999936
"SC","TM26","PWRDIE",1,2036,0.01999999936
"SC","TM26","PWRWND",1,2023,0.01028711384064
"SC","TM26","PWRWND",1,2027,0.00585218506694244
"SC","TM26","PWRWND",1,2030,0.000822826597382341
"SC","TM26","PWRWND",1,2031,0.01028711384064
"SC","TM26","PWRWND",1,2032,0.01028711384064
"SC","TM26","PWRWND",1,2033,0.0079131644928
"SC","TM26","PWRWND",1,2034,0.0079131644928
"SC","TM26","PWRWND",1,2035,0.0079131644928
"SC","TM26","PWRWND",1,2036,0.0079131644928
"SC","TM26","PWRWND",1,2037,0.0079131644928
"SC","TM26","PWRWND",1,2038,0.0079131644928
