REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
"SC","TM01","CONLPG","LPG",2023,0.000154666661717333
"SC","TM01","CONLPG","LPG",2024,0.00015999999488
"SC","TM01","CONLPG","LPG",2025,0.000170666661205333
"SC","TM01","CONLPG","LPG",2026,0.000175999994368
"SC","TM01","CONLPG","LPG",2027,0.000175999994368
"SC","TM01","CONLPG","LPG",2028,0.000181333327530667
"SC","TM01","CONLPG","LPG",2029,0.000186666660693334
"SC","TM01","CONLPG","LPG",2030,0.000191999993856
"SC","TM01","CONLPG","LPG",2031,0.000191999993856
"SC","TM01","CONLPG","LPG",2032,0.000197333327018667
"SC","TM01","CONLPG","LPG",2033,0.000197333327018667
"SC","TM01","CONLPG","LPG",2034,0.000197333327018667
"SC","TM01","CONLPG","LPG",2035,0.000202666660181334
"SC","TM01","CONLPG","LPG",2036,0.000202666660181334
"SC","TM01","CONLPG","LPG",2037,0.000202666660181334
"SC","TM01","CONLPG","LPG",2038,0.000207999993344
"SC","TM01","CONLPG","LPG",2039,0.000207999993344
"SC","TM01","CONLPG","LPG",2040,0.000207999993344
"SC","TM01","CONLPG","LPG",2041,0.000213333326506667
"SC","TM01","CONLPG","LPG",2042,0.000213333326506667
"SC","TM01","CONLPG","LPG",2043,0.000213333326506667
"SC","TM01","CONLPG","LPG",2044,0.000218666659669334
"SC","TM01","CONLPG","LPG",2045,0.000218666659669334
"SC","TM01","CONLPG","LPG",2046,0.000218666659669334
"SC","TM01","CONLPG","LPG",2047,0.000223999992832
"SC","TM01","CONLPG","LPG",2048,0.000223999992832
"SC","TM01","CONLPG","LPG",2049,0.000223999992832
"SC","TM01","CONLPG","LPG",2050,0.000229333325994667
"SC","TM02","PWRDIE","DSL",2019,0.16499999472
"SC","TM02","PWRDIE","DSL",2020,0.164636106625855
"SC","TM02","PWRDIE","DSL",2021,0.163704305284824
"SC","TM02","PWRDIE","DSL",2022,0.116473946530236
"SC","TM02","PWRDIE","DSL",2023,0.170350928048771
"SC","TM02","PWRDIE","DSL",2024,0.174484484816496
"SC","TM02","PWRDIE","DSL",2025,0.174484484816496
"SC","TM02","PWRDIE","DSL",2026,0.174484484816496
"SC","TM02","PWRDIE","DSL",2027,0.230919908086366
"SC","TM02","PWRDIE","DSL",2028,0.230999992608
"SC","TM02","PWRDIE","DSL",2029,0.230999992608
"SC","TM02","PWRDIE","DSL",2030,0.230999992608
"SC","TM02","PWRDIE","DSL",2031,0.0301278852091588
"SC","TM02","PWRDIE","DSL",2032,0.230999992608
"SC","TM02","PWRDIE","DSL",2033,0.0857373306133816
"SC","TM02","PWRDIE","DSL",2034,0.0659999978880368
"SC","TM02","PWRDIE","DSL",2035,0.0659999978879997
"SC","TM02","PWRDIE","DSL",2036,0.0659999978879997
"SC","TM02","PWRWND","WND",2031,0.0356404995333504
"SC","TM02","PWRWND","WND",2033,0.0195019841832186
"SC","TM02","PWRWND","WND",2034,0.0258452575678563
"SC","TM02","PWRWND","WND",2035,0.027415768871808
"SC","TM02","PWRWND","WND",2036,0.026581699280505
"SC","TM02","PWRWND","WND",2037,0.027415768871808
"SC","TM02","PWRWND","WND",2038,0.027415768871808
"SC","TM02","PWRWND","WND",2039,0.027415768871808
"SC","TM02","PWRWND","WND",2040,0.027415768871808
"SC","TM02","PWRWND","WND",2041,0.027415768871808
"SC","TM02","PWRWND","WND",2042,0.027415768871808
"SC","TM02","PWRWND","WND",2043,0.027415768871808
"SC","TM02","PWRWND","WND",2044,0.0191910382102656
"SC","TM02","PWRWND","WND",2045,0.0191910382102656
"SC","TM02","BAT","ELC001",2039,0.00998606964021081
"SC","TM02","BAT","ELC001",2040,0.00998466698739104
"SC","TM02","BAT","ELC001",2041,0.0666584976527811
"SC","TM02","BAT","ELC001",2042,0.067118928711986
"SC","TM02","BAT","ELC001",2043,0.0675844024270954
"SC","TM02","BAT","ELC001",2044,0.0653132229823928
"SC","TM02","BAT","ELC001",2045,0.0660897906830982
"SC","TM02","BAT","ELC001",2047,0.0607199775868016
"SC","TM02","BAT","ELC001",2049,0.062277948605732
"SC","TM02","BAT","ELC001",2050,0.0630569341151971
"SC","TM02","DEMRESELC","ELC002",2019,0.0113826885540301
"SC","TM02","DEMRESELC","ELC002",2020,0.0116341208974221
